OrderID,WinesChampagnes,BeersCoolers,Spirits,RedWines
2926912,0,8,10,0
2926912,0,7,10,0
2926912,0,9,10,0
2926912,0,4,10,0
2928138,0,0,5,0
2928187,0,0,5,0
2933734,0,0,1,0
2936516,0,0,2,0
2943039,0,0,5,0
2943112,0,0,2,0
2945353,0,0,10,0
2947180,0,0,3,0
2951038,16,0,1,0
2951121,0,0,1,0
2951506,0,0,8,0
2953992,0,0,2,0
2955957,0,0,1,0
2957426,0,0,1,0
2958172,0,0,2,0
2960873,0,7,2,0
2960873,0,8,2,0
2962035,0,0,4,0
2977577,0,0,2,0
2978057,0,0,1,0
2978751,0,0,3,0
2982380,0,0,2,0
2984178,1,0,3,0
2991725,0,0,1,0
2996673,0,0,1,0
2998607,0,0,3,0
3004746,0,0,2,0
3007430,0,3,2,0
3011735,0,0,4,0
3014606,0,11,3,0
3018039,0,8,5,0
3019795,0,0,3,0
3020035,0,0,7,0
3027483,0,3,1,0
3028112,0,0,1,0
3029108,0,0,1,0
3031925,0,24,22,0
3032918,0,0,1,0
3040873,0,0,2,0
3044102,0,0,1,0
3044397,0,0,6,0
3052067,0,6,1,0
3055129,0,0,5,0
3061908,0,0,1,0
3063090,0,0,1,0
3064529,0,0,19,0
3066667,0,0,1,0
3067644,0,0,6,0
3068405,0,0,2,0
3070149,0,0,16,0
3070775,0,0,5,0
3074082,0,0,2,0
3074146,0,0,7,0
3075315,0,0,1,0
3077949,0,3,2,0
3079882,0,0,1,0
3082894,0,0,6,0
3085511,0,0,1,0
3089955,0,0,1,0
3095902,0,0,1,0
3097257,0,0,1,0
3099921,0,0,13,0
3101420,0,0,1,0
3106541,0,0,1,0
3106694,0,0,1,0
3107430,0,0,1,0
3113689,0,0,4,0
3117790,0,0,1,0
3120789,0,0,2,0
3123989,0,0,1,0
3130166,0,0,6,0
3133314,0,4,6,0
3137696,0,6,2,0
3137696,0,8,2,0
3138713,0,0,3,0
3139844,0,0,1,0
3140235,0,0,1,0
3146902,0,0,1,0
3150331,0,0,2,0
3151652,2,0,7,0
3153090,0,0,1,0
3154600,0,0,1,0
3157570,0,0,5,0
3157801,0,0,1,0
3164064,0,0,10,0
3165650,0,0,1,0
3167808,0,0,1,0
3168038,0,0,2,0
3171149,0,2,3,0
3171267,0,0,1,0
3171601,0,0,1,0
3172178,0,0,6,0
3172192,0,0,1,0
3172996,0,0,2,0
3173826,0,0,7,0
3174537,0,0,1,0
3176688,0,0,6,0
3177577,0,0,1,0
3178242,0,0,5,0
3178313,0,1,3,0
3178313,0,2,3,0
3178633,0,0,3,0
3179072,0,0,4,0
3180283,0,0,8,0
3184656,0,0,1,0
3186654,0,0,2,0
3189705,0,0,1,0
3201665,0,0,8,0
3201737,0,0,1,0
3201973,0,0,9,0
3202035,0,33,15,0
3202660,0,0,9,0
3203321,0,0,6,0
3203418,0,3,4,0
3204078,5,0,1,0
3205162,0,0,1,0
3206747,0,0,3,0
3209897,0,0,3,0
3211605,0,0,4,0
3211957,0,0,1,0
3212958,0,0,14,0
3216011,0,0,1,0
3224532,0,0,1,0
3225212,0,0,2,0
3227957,0,19,15,0
3228562,0,2,6,0
3228635,0,0,1,0
3229641,0,0,1,0
3230851,0,0,2,0
3232328,0,0,1,0
3233193,0,0,1,0
3244806,0,0,1,0
3246476,0,0,1,0
3246930,0,0,2,0
3247503,0,0,14,0
3247563,0,0,1,0
3249159,0,0,3,0
3250468,0,0,2,0
3250987,0,0,7,0
3252557,0,3,1,0
3256748,0,0,1,0
3262462,0,0,6,0
3264050,0,0,6,0
3277236,0,0,1,0
3280301,0,0,1,0
3283592,0,0,1,0
3283718,0,12,2,0
3283735,0,0,2,0
3284201,0,0,1,0
3289012,0,0,10,0
3289199,0,2,3,0
3289611,0,3,1,0
3295194,1,0,3,0
3296230,0,0,1,0
3301040,0,0,2,0
3307205,0,0,1,0
3308114,0,0,1,0
3309366,0,4,1,0
3312593,0,0,3,0
3315912,18,0,5,0
3316299,0,6,7,0
3317859,0,0,3,0
3325081,0,6,9,0
3325527,0,0,11,0
3325838,0,0,26,0
3327898,0,0,1,0
3328217,0,0,1,0
3336068,0,0,5,0
3338623,0,0,5,0
3340942,0,0,2,0
3343606,0,0,1,0
3345982,0,0,14,0
3352332,0,0,3,0
3353923,0,11,9,0
3354086,0,0,1,0
3357203,0,0,4,0
3358293,0,0,1,0
3360249,0,0,3,0
3361265,0,0,1,0
3361434,0,0,1,0
3363021,0,0,5,0
3364368,0,1,2,0
3373717,0,0,1,0
3375359,0,0,6,0
3382551,0,0,1,0
3382987,0,0,6,0
3383696,0,0,1,0
3385194,0,0,1,0
3386483,2,0,8,0
3388299,0,2,6,0
3389732,0,0,1,0
3394109,0,0,2,0
3396697,0,0,5,0
3400343,0,0,1,0
3401043,0,0,1,0
3405527,0,0,4,0
3412473,0,0,3,0
3413295,0,5,1,0
3415682,0,0,5,0
136517,0,2,3,0
2216423,0,0,4,0
102867,0,0,2,0
147186,0,22,10,0
156129,0,0,5,0
201356,0,0,1,0
251247,0,0,3,0
264866,0,0,8,0
309723,0,16,18,0
387607,0,0,5,0
394570,0,0,3,0
489082,0,0,33,0
550241,0,0,1,0
608685,0,0,4,0
705281,1,0,17,0
840847,0,0,1,0
855268,0,0,16,0
955649,0,0,8,0
956449,0,0,3,0
965889,0,0,1,0
1023797,0,0,3,0
1043820,0,0,8,0
1044545,0,0,7,0
1047385,0,0,2,0
1134284,0,11,9,0
1171717,0,0,12,0
1214914,0,0,1,0
1258746,0,0,13,0
1271724,0,0,6,0
1295913,0,0,1,0
1322085,0,0,2,0
1383836,0,0,8,0
1407352,0,0,11,0
1452139,0,0,14,0
1479142,8,0,9,0
1483458,0,0,15,0
1504943,0,23,36,0
1585333,0,0,4,0
1586196,0,1,4,0
1622167,0,0,3,0
1637635,0,0,16,0
1697850,0,0,1,0
1802436,0,3,2,0
1980382,4,0,1,0
1980382,3,0,1,0
2007903,0,0,4,0
2009985,0,0,3,0
2060614,0,0,7,0
2210551,0,0,3,0
2250213,0,0,12,0
2255411,0,0,4,0
2269812,0,0,7,0
2347774,0,0,2,0
2400078,0,0,5,0
2412213,0,0,1,0
2447510,0,0,14,0
2493992,0,0,6,0
2556558,0,0,3,0
2610158,17,0,31,0
2625065,0,0,4,0
2841351,0,0,17,0
2915447,0,0,9,0
3027015,0,0,4,0
3119288,0,0,15,0
3415561,0,0,2,0
112578,2,0,1,0
116079,0,0,3,0
176651,0,0,1,0
184153,0,0,1,0
211866,0,0,4,0
313018,0,0,7,0
321350,0,0,2,0
611181,0,0,2,0
753717,0,0,1,0
1289192,0,5,1,0
1808402,0,0,11,0
1898774,0,0,1,0
1939081,0,0,1,0
2218440,2,3,1,0
2398590,0,0,7,0
2403358,0,0,2,0
2889748,0,0,1,0
3083651,0,0,1,0
3210995,0,0,2,0
959498,0,0,8,0
1263877,0,0,4,0
1696102,0,0,5,0
1742416,0,0,1,0
1943996,9,0,8,0
2191340,3,0,7,0
2545391,0,0,5,0
260034,0,2,1,0
353832,0,0,5,0
379472,0,0,7,0
387340,0,0,6,0
400336,0,0,5,0
501404,9,0,6,0
532700,0,0,5,0
710446,0,0,1,0
776014,0,0,1,0
813561,0,0,1,0
831835,0,0,2,0
934638,0,0,7,0
963961,0,0,2,0
1124365,0,0,1,0
1265273,0,0,3,0
1291247,0,0,1,0
1400059,0,0,14,0
1498782,0,0,2,0
1508859,0,0,2,0
1513361,1,0,6,0
1522318,0,4,9,0
1556916,0,10,1,0
1660503,0,0,6,0
1768441,0,0,4,0
1774025,0,0,1,0
1787641,0,9,7,0
1888944,0,13,20,0
1888944,0,14,20,0
2105322,0,13,5,0
2246139,0,0,16,0
2294563,0,4,9,0
2294563,0,12,9,0
2387764,0,8,7,0
2477308,0,0,39,0
2601752,0,3,8,0
2601752,0,2,8,0
2601752,0,1,8,0
2601752,0,4,8,0
2601752,0,5,8,0
2603466,0,0,9,0
2724751,0,0,2,0
2819361,0,0,2,0
2852560,0,0,2,0
2890303,0,0,1,0
3062389,0,0,3,0
3082464,1,0,4,0
3099901,7,4,3,0
3099901,7,5,3,0
3099901,7,2,3,0
3099901,7,1,3,0
3146233,0,0,5,0
3163950,0,0,6,0
3227108,0,0,1,0
3319042,0,0,2,0
3392997,0,0,2,0
26008,0,0,18,0
55321,0,0,4,0
56875,0,0,4,0
62509,0,0,1,0
141381,5,0,2,0
176908,0,2,1,0
216631,0,0,6,0
242041,0,0,4,0
393160,0,0,2,0
449727,0,0,2,0
457015,0,0,5,0
490641,0,0,2,0
528282,3,0,4,0
593016,0,0,12,0
670766,0,0,13,0
676219,0,0,3,0
769885,0,0,8,0
787074,0,1,8,0
787074,0,4,8,0
915287,0,5,4,0
971994,0,10,4,0
1018352,0,0,5,0
1031379,0,0,3,0
1078392,0,0,2,0
1165620,0,7,8,0
1177506,0,0,6,0
1194628,0,0,4,0
1235880,0,0,1,0
1262470,0,0,1,0
1268458,0,0,9,0
1288403,0,0,2,0
1333757,0,3,4,0
1333757,0,1,4,0
1333757,0,2,4,0
1533878,0,0,1,0
1696264,0,0,14,0
1699403,0,0,2,0
1728636,0,0,1,0
1771311,0,0,2,0
1804724,0,0,8,0
1808402,0,0,13,0
1813581,0,0,1,0
1842021,0,0,8,0
1932386,0,3,4,0
1932386,0,2,4,0
1979983,2,7,6,0
1979983,10,7,6,0
2021237,0,0,4,0
2141182,0,0,6,0
2254840,0,0,2,0
2347785,0,0,1,0
2357050,0,0,2,0
2495264,0,0,5,0
2495495,0,0,2,0
2536191,0,0,2,0
2575558,2,4,5,0
2582223,0,3,2,0
2591302,0,6,8,0
2591302,0,2,8,0
2666811,0,0,10,0
2684252,0,0,1,0
2691644,0,22,9,0
2691644,0,19,9,0
2691644,0,20,9,0
2691644,0,21,9,0
2806466,12,3,9,0
2844764,0,0,6,0
2885396,0,0,2,0
2906357,1,0,3,0
2921647,0,0,3,0
2987090,0,0,2,0
2987518,0,0,2,0
3012360,0,0,4,0
3012418,12,0,13,0
3012418,11,0,13,0
3049248,0,0,2,0
3114745,0,0,10,0
3118668,0,0,9,0
3177886,0,0,8,0
3241732,4,0,6,0
3241732,1,0,6,0
3278299,7,0,15,0
3305911,0,0,10,0
3328345,0,0,1,0
1942,0,0,3,0
12399,0,19,1,0
12399,0,13,1,0
12399,0,12,1,0
12813,0,0,1,0
12908,0,0,3,0
22529,0,0,2,0
23791,0,0,1,0
26008,0,0,17,0
26164,0,0,6,0
37345,0,0,2,0
39623,0,0,2,0
50110,0,0,7,0
50800,0,0,1,0
50910,3,4,2,0
57361,0,0,13,0
58867,0,0,1,0
59156,0,9,3,0
60715,0,8,13,0
75526,0,0,2,0
89386,0,0,2,0
99090,0,5,6,0
101156,0,0,6,0
117841,0,0,6,0
118475,0,0,1,0
120129,0,7,2,0
120129,0,5,2,0
120129,0,6,2,0
121497,0,0,8,0
124175,4,3,6,0
124175,4,2,6,0
124175,4,1,6,0
124719,0,3,9,0
124719,0,2,9,0
124719,0,4,9,0
124719,0,1,9,0
125701,0,0,26,0
127648,0,0,7,0
129686,0,0,1,0
131905,0,1,3,0
131905,0,2,3,0
135820,6,0,2,0
137180,0,0,1,0
138404,0,0,2,0
147663,0,6,7,0
147663,0,5,7,0
147785,0,0,7,0
155498,0,7,4,0
158339,0,0,2,0
161439,0,6,3,0
161439,0,7,3,0
168551,1,0,4,0
176191,0,4,11,0
179257,0,2,1,0
179393,0,0,1,0
181256,0,0,4,0
183820,0,1,2,0
186500,0,0,3,0
187854,0,2,3,0
191811,0,0,1,0
201267,0,7,6,0
201572,0,0,5,0
202247,0,1,2,0
203004,0,4,1,0
203004,0,5,1,0
204508,0,0,4,0
207161,0,0,2,0
215773,0,0,4,0
221685,0,0,4,0
222485,0,0,1,0
223987,0,0,1,0
226241,0,0,12,0
229952,0,0,3,0
237835,0,0,10,0
237955,0,0,5,0
240876,0,0,6,0
242041,0,0,3,0
242113,0,0,1,0
243586,0,17,15,0
243586,0,16,15,0
244648,0,2,9,0
244648,0,1,9,0
250487,0,0,7,0
257048,0,3,4,0
257048,0,2,4,0
257048,0,1,4,0
259083,0,0,1,0
260173,0,0,1,0
260675,1,29,6,0
262348,0,0,3,0
266257,0,0,2,0
269487,0,0,1,0
270314,0,3,5,0
270314,0,2,5,0
270314,0,4,5,0
274591,0,0,7,0
276656,0,8,7,0
277113,0,0,4,0
280221,0,0,1,0
282580,0,0,3,0
282893,0,16,4,0
293281,0,3,6,0
293281,0,1,6,0
293281,0,4,6,0
293281,0,2,6,0
302732,0,3,5,0
303067,0,0,2,0
305319,0,0,2,0
313980,0,0,3,0
314341,0,0,3,0
317138,0,0,1,0
318556,0,0,2,0
324146,0,0,3,0
325783,0,1,3,0
325783,0,5,3,0
326793,0,0,10,0
330669,0,0,1,0
339753,0,0,4,0
340252,0,0,9,0
344742,3,0,2,0
355674,0,7,2,0
358434,0,0,4,0
360166,0,0,3,0
361498,9,0,8,0
368354,0,2,1,0
368439,0,0,1,0
368925,0,2,7,0
368925,0,3,7,0
369221,0,0,4,0
379300,0,0,10,0
386869,0,0,4,0
390430,0,0,1,0
393081,0,2,1,0
395525,7,0,8,0
400517,0,0,5,0
414483,0,0,6,0
419400,1,3,2,0
424004,0,0,4,0
425313,0,8,1,0
425313,0,5,1,0
425313,0,6,1,0
425313,0,7,1,0
425313,0,3,1,0
425313,0,4,1,0
425640,0,0,4,0
428767,0,5,1,0
428767,0,8,1,0
428767,0,7,1,0
428767,0,6,1,0
428767,0,9,1,0
434961,0,0,1,0
435983,0,0,4,0
436966,3,0,4,0
439764,0,1,3,0
439764,0,2,3,0
444825,0,0,4,0
452125,0,2,5,0
452125,0,6,5,0
452125,0,3,5,0
452125,0,1,5,0
454411,0,0,3,0
454466,0,0,1,0
457015,0,0,4,0
459139,0,11,1,0
470136,0,0,4,0
473995,0,0,1,0
474827,0,0,1,0
478084,0,0,1,0
485429,0,0,1,0
489019,0,2,5,0
489019,0,3,5,0
489019,0,1,5,0
489237,0,0,2,0
495062,0,0,1,0
498937,0,0,1,0
511000,6,5,4,0
518842,0,0,2,0
519811,0,6,1,0
519811,0,7,1,0
519811,0,9,1,0
519811,0,10,1,0
524138,0,0,4,0
535249,0,4,1,0
535249,0,5,1,0
535249,0,2,1,0
535249,0,3,1,0
536344,0,0,1,0
541017,0,0,2,0
543716,0,0,1,0
561288,2,0,5,0
561288,3,0,5,0
564921,0,0,2,0
565477,12,0,11,0
567577,0,0,2,0
569543,0,0,8,0
570703,0,0,1,0
573890,0,0,2,0
578367,29,0,5,0
578369,12,0,10,0
578392,0,0,1,0
583865,3,6,1,0
583865,4,8,1,0
583865,3,8,1,0
583865,4,7,1,0
583865,3,7,1,0
583865,4,5,1,0
583865,4,6,1,0
583865,3,5,1,0
584347,0,0,2,0
584528,0,0,2,0
590252,0,0,1,0
590804,0,0,1,0
595544,0,0,4,0
595852,0,0,5,0
597785,0,0,7,0
598130,0,0,3,0
598462,0,0,36,0
610659,0,1,3,0
610845,0,3,2,0
611651,0,3,1,0
611651,0,2,1,0
613850,0,4,14,0
614965,7,0,1,0
615128,0,0,3,0
617034,0,0,2,0
618501,0,3,7,0
625021,0,1,2,0
625432,0,0,5,0
627816,0,0,1,0
636856,0,0,1,0
639172,0,0,6,0
640513,0,0,1,0
640718,0,0,2,0
641828,0,0,14,0
649365,0,0,5,0
650851,0,0,1,0
658661,0,0,1,0
659279,8,2,3,0
660516,0,0,1,0
662833,0,7,17,0
662833,0,16,17,0
669294,0,0,3,0
674840,0,0,3,0
675197,0,0,1,0
681345,0,0,1,0
690066,0,0,6,0
692039,0,5,1,0
692953,0,0,2,0
693459,0,0,2,0
698407,0,0,4,0
700250,0,0,8,0
706204,0,3,1,0
710509,0,0,1,0
714885,0,0,1,0
722014,0,1,5,0
722014,0,2,5,0
722014,0,3,5,0
731658,0,0,6,0
736272,0,0,14,0
752093,0,1,6,0
752093,0,2,6,0
752093,0,7,6,0
752374,0,11,18,0
755544,0,0,2,0
757082,0,0,3,0
764249,0,0,1,0
766768,0,3,1,0
767955,18,13,5,0
767955,19,13,5,0
767955,18,12,5,0
767955,19,12,5,0
767955,18,14,5,0
767955,19,14,5,0
772311,0,23,19,0
772311,0,22,19,0
772311,0,24,19,0
772311,0,25,19,0
774309,0,0,9,0
778493,0,0,1,0
784444,0,2,3,0
784444,0,1,3,0
789061,0,0,2,0
791660,0,0,8,0
797305,0,0,3,0
797347,0,3,17,0
798100,0,0,4,0
800277,0,0,1,0
805725,0,1,5,0
805725,0,2,5,0
806138,3,0,1,0
807673,0,0,1,0
811343,0,4,5,0
811343,0,3,5,0
811343,0,2,5,0
812796,0,5,3,0
812796,0,4,3,0
812796,0,2,3,0
818503,0,0,1,0
827609,0,0,1,0
831661,37,2,3,0
831661,37,1,3,0
832176,0,2,5,0
832176,0,1,5,0
832176,0,3,5,0
835092,0,20,18,0
836223,0,0,4,0
841642,0,0,1,0
842195,0,0,1,0
857080,0,5,12,0
857080,0,8,12,0
859573,4,0,1,0
861265,0,3,5,0
861265,0,2,5,0
866070,0,1,4,0
866070,0,2,4,0
866665,0,0,1,0
874481,0,0,1,0
881166,0,0,1,0
883492,0,0,7,0
886201,0,5,6,0
886201,0,4,6,0
886201,0,2,6,0
886201,0,7,6,0
893449,8,1,9,0
893449,7,4,9,0
893449,7,6,9,0
893449,8,4,9,0
893449,8,6,9,0
893449,7,5,9,0
893449,8,5,9,0
893449,7,3,9,0
893449,8,3,9,0
893449,7,2,9,0
893449,8,2,9,0
893449,7,1,9,0
896069,0,6,5,0
899954,0,0,2,0
901128,0,0,1,0
901908,0,0,1,0
904434,0,0,1,0
916274,9,0,7,0
921554,0,0,8,0
930714,0,0,1,0
931470,0,5,1,0
935180,0,5,13,0
935180,0,6,13,0
937002,0,0,8,0
941796,0,0,7,0
942466,0,0,3,0
946260,0,0,2,0
948354,0,0,5,0
949103,0,0,1,0
953346,0,0,9,0
967248,0,0,25,0
971054,1,0,2,0
979329,0,0,4,0
980504,0,0,12,0
984984,0,0,7,0
987025,0,0,5,0
990007,11,7,3,0
990007,11,6,3,0
990007,12,8,3,0
990007,11,8,3,0
990007,12,7,3,0
990007,12,6,3,0
998288,0,0,3,0
1000348,0,0,1,0
1001564,0,0,2,0
1002436,0,5,4,0
1007748,0,3,2,0
1011541,0,19,3,0
1011541,0,20,3,0
1011541,0,21,3,0
1011541,0,18,3,0
1011541,0,23,3,0
1011541,0,22,3,0
1012658,0,0,5,0
1024988,2,0,1,0
1025428,0,1,2,0
1033868,3,8,2,0
1033868,3,7,2,0
1033868,3,6,2,0
1039339,0,0,1,0
1045127,0,0,3,0
1047423,0,0,5,0
1055567,0,3,1,0
1055567,0,4,1,0
1055567,0,2,1,0
1060214,0,1,2,0
1078392,0,0,20,0
1078937,0,0,2,0
1081605,0,0,2,0
1085046,0,0,3,0
1087947,0,0,6,0
1093462,0,0,1,0
1093903,0,5,2,0
1093903,0,6,2,0
1093903,0,4,2,0
1094459,0,12,8,0
1094459,0,6,8,0
1100298,0,0,2,0
1100318,0,3,1,0
1100561,0,1,4,0
1102702,0,4,5,0
1102702,0,2,5,0
1102702,0,3,5,0
1105866,0,0,24,0
1115237,0,0,6,0
1116841,0,0,1,0
1120933,0,3,2,0
1122544,0,0,1,0
1123722,0,0,2,0
1127046,0,0,6,0
1129016,0,0,1,0
1129937,1,0,3,0
1129968,0,0,2,0
1130279,0,0,6,0
1131951,0,0,3,0
1137628,0,0,1,0
1138789,0,0,2,0
1139704,0,0,2,0
1147236,0,0,6,0
1158051,0,1,12,0
1158051,0,3,12,0
1158947,0,0,1,0
1162310,0,1,3,0
1165122,5,0,2,0
1174186,0,2,4,0
1174186,0,1,4,0
1174186,0,3,4,0
1174259,0,0,1,0
1174353,0,3,1,0
1174558,0,0,2,0
1179954,0,1,2,0
1181466,0,0,1,0
1182738,0,0,9,0
1184147,0,9,8,0
1186720,0,0,9,0
1188508,0,6,7,0
1188508,0,14,7,0
1191415,0,0,19,0
1193846,0,0,2,0
1198838,1,10,8,0
1198838,4,10,8,0
1198838,3,10,8,0
1198838,2,10,8,0
1198838,5,10,8,0
1199248,0,0,1,0
1199783,0,0,2,0
1201306,0,0,4,0
1202662,0,0,1,0
1204892,0,0,1,0
1209381,0,0,3,0
1211178,0,0,5,0
1215095,0,0,9,0
1215281,0,0,2,0
1219391,0,5,6,0
1220067,0,0,3,0
1222370,0,0,12,0
1223462,0,0,1,0
1229969,0,8,7,0
1233663,0,3,7,0
1240434,0,0,11,0
1244725,0,0,14,0
1246290,3,0,2,0
1248037,0,0,7,0
1251000,0,22,19,0
1251000,0,14,19,0
1254629,0,0,1,0
1262280,9,0,7,0
1263832,0,0,3,0
1266968,7,0,6,0
1278992,0,0,2,0
1279148,0,0,2,0
1279285,0,0,13,0
1281324,0,1,3,0
1281324,0,2,3,0
1281763,0,0,7,0
1285025,0,0,2,0
1288060,0,15,14,0
1289208,0,2,1,0
1297846,0,0,13,0
1298292,1,0,3,0
1306164,0,0,12,0
1309581,0,0,1,0
1311927,0,0,2,0
1312971,0,0,1,0
1317217,7,0,6,0
1323965,0,1,5,0
1323965,0,3,5,0
1323965,0,4,5,0
1323965,0,2,5,0
1328145,0,1,2,0
1330047,0,0,5,0
1330129,0,8,1,0
1330129,0,10,1,0
1330129,0,6,1,0
1330129,0,7,1,0
1330129,0,9,1,0
1332527,0,1,2,0
1334358,0,0,2,0
1340550,0,1,2,0
1342147,0,0,4,0
1352302,0,0,1,0
1356969,0,2,4,0
1357300,0,0,5,0
1364447,0,0,9,0
1367159,0,4,1,0
1375966,0,0,1,0
1377393,0,0,8,0
1379954,0,0,2,0
1380035,0,2,3,0
1383334,0,6,2,0
1386703,0,0,1,0
1388070,1,0,2,0
1388442,0,0,1,0
1390329,0,3,11,0
1406347,0,0,9,0
1407122,0,0,2,0
1408064,0,0,1,0
1413440,0,3,30,0
1417258,0,0,14,0
1418704,1,0,18,0
1424350,0,0,4,0
1432943,0,2,5,0
1432943,0,1,5,0
1433741,0,0,1,0
1434404,0,0,1,0
1436139,0,0,2,0
1439645,0,0,1,0
1440645,1,0,3,0
1442602,0,2,1,0
1447725,0,0,1,0
1447829,0,16,27,0
1453392,0,2,7,0
1456952,0,5,3,0
1459285,0,14,13,0
1459285,0,15,13,0
1466490,0,5,8,0
1466490,0,4,8,0
1475605,0,0,1,0
1477236,0,0,4,0
1477270,0,10,9,0
1483762,0,7,5,0
1489953,0,4,5,0
1491426,0,0,7,0
1501499,0,20,19,0
1504194,0,0,1,0
1512842,0,4,2,0
1514148,0,0,2,0
1514175,0,0,25,0
1520906,0,0,2,0
1521167,14,16,13,0
1524301,0,0,1,0
1525501,0,0,13,0
1526292,0,0,1,0
1529273,0,3,2,0
1538328,0,0,2,0
1541383,0,0,5,0
1548266,0,7,5,0
1553404,0,0,12,0
1557725,0,3,2,0
1557725,0,4,2,0
1560117,0,0,1,0
1562765,0,0,8,0
1575009,0,12,11,0
1575009,0,13,11,0
1577386,0,0,1,0
1577799,0,1,4,0
1577799,0,2,4,0
1580472,0,2,1,0
1584371,0,0,11,0
1587297,0,0,2,0
1595216,0,4,1,0
1595216,0,2,1,0
1596957,0,0,1,0
1598745,0,2,1,0
1603846,0,0,6,0
1605459,0,0,15,0
1607735,0,0,5,0
1607948,0,0,3,0
1608186,0,4,5,0
1608453,0,0,4,0
1608663,0,0,2,0
1615578,0,1,8,0
1615578,0,2,8,0
1616731,0,0,5,0
1619435,0,0,3,0
1621568,0,0,3,0
1627016,0,0,3,0
1634749,0,0,1,0
1637157,0,15,16,0
1637157,0,11,16,0
1637157,0,12,16,0
1637157,0,13,16,0
1637157,0,14,16,0
1639833,0,1,2,0
1645814,0,3,1,0
1652798,0,1,2,0
1656756,0,0,4,0
1672373,4,0,1,0
1673267,0,0,1,0
1675110,0,0,1,0
1679760,10,0,8,0
1684025,0,1,2,0
1684025,0,4,2,0
1684025,0,3,2,0
1684025,0,5,2,0
1685702,0,0,1,0
1687985,0,0,2,0
1688889,0,0,1,0
1693750,0,3,1,0
1693750,0,2,1,0
1693750,0,4,1,0
1694412,0,0,5,0
1707690,0,0,7,0
1708389,2,9,6,0
1708642,0,0,2,0
1713318,0,0,6,0
1713425,0,0,4,0
1713752,0,0,7,0
1717167,5,11,4,0
1721040,12,0,15,0
1722948,0,0,6,0
1725660,0,0,1,0
1725928,0,0,2,0
1729142,0,0,4,0
1732580,0,0,1,0
1732629,0,0,3,0
1734143,0,0,6,0
1740260,0,0,2,0
1740484,0,1,2,0
1741904,3,0,2,0
1747443,0,0,2,0
1748444,0,1,10,0
1753478,0,0,1,0
1754452,0,0,13,0
1756046,0,0,1,0
1756427,0,0,2,0
1759653,0,0,2,0
1760489,0,0,1,0
1762044,0,0,2,0
1762913,0,2,3,0
1765726,0,0,1,0
1768052,0,0,1,0
1770730,0,3,1,0
1770730,0,2,1,0
1770730,0,4,1,0
1774558,0,4,1,0
1784445,0,0,7,0
1785610,0,0,1,0
1790379,0,0,1,0
1791431,0,4,5,0
1791552,0,0,2,0
1792657,0,0,2,0
1794418,0,0,5,0
1795256,0,1,7,0
1797732,0,0,6,0
1798829,0,0,7,0
1801757,0,0,1,0
1802854,0,0,4,0
1806516,0,5,7,0
1806516,0,1,7,0
1808402,0,0,5,0
1809340,0,0,4,0
1821590,0,0,4,0
1821633,0,7,1,0
1821903,0,0,11,0
1822891,0,0,7,0
1829029,0,0,2,0
1834244,0,4,3,0
1834244,0,5,3,0
1836810,0,4,1,0
1838245,0,0,5,0
1839303,34,23,22,0
1839303,34,31,22,0
1839303,34,32,22,0
1841403,0,0,4,0
1843786,0,2,9,0
1843786,0,1,9,0
1843786,0,3,9,0
1847627,0,1,2,0
1854067,0,0,1,0
1854719,0,0,2,0
1855731,0,2,7,0
1855731,0,1,7,0
1859588,0,0,1,0
1862641,0,0,2,0
1864347,0,0,2,0
1871780,0,0,1,0
1873741,0,0,8,0
1879601,0,0,1,0
1880544,0,0,8,0
1882554,0,0,1,0
1890864,0,0,1,0
1891291,0,2,1,0
1891734,0,0,1,0
1891969,0,5,9,0
1891969,0,7,9,0
1892094,0,0,1,0
1892730,0,0,6,0
1903355,0,0,5,0
1912057,0,2,15,0
1918168,0,0,2,0
1918474,0,21,2,0
1918474,0,18,2,0
1918474,0,20,2,0
1918474,0,19,2,0
1918474,0,17,2,0
1919596,0,1,3,0
1921930,0,1,2,0
1921930,0,3,2,0
1924190,0,0,3,0
1926959,0,0,2,0
1927349,0,0,1,0
1931547,0,0,10,0
1931648,0,0,1,0
1931955,0,0,8,0
1936908,0,1,2,0
1938991,0,0,8,0
1941904,0,14,20,0
1944584,0,0,2,0
1946918,0,3,6,0
1946918,0,4,6,0
1947550,0,0,3,0
1955030,0,0,1,0
1955295,0,0,6,0
1966625,0,3,2,0
1969978,0,0,2,0
1970910,0,6,7,0
1972619,0,2,1,0
1972908,0,0,7,0
1977744,0,0,5,0
1978305,0,0,1,0
1978718,0,0,1,0
1980829,0,0,2,0
1983323,0,0,1,0
1984389,0,0,2,0
1986091,0,0,4,0
1987023,0,0,1,0
1990099,0,8,9,0
1995131,0,0,6,0
1995181,0,3,2,0
1999799,0,0,1,0
2000920,0,0,1,0
2007694,0,7,8,0
2008806,0,0,4,0
2014056,0,0,7,0
2016092,0,0,1,0
2017442,0,0,3,0
2024653,0,5,3,0
2024653,0,1,3,0
2027861,0,0,1,0
2032967,0,0,1,0
2036329,0,0,10,0
2040514,0,3,8,0
2040514,0,2,8,0
2040514,0,1,8,0
2040514,0,5,8,0
2040514,0,4,8,0
2041917,0,0,7,0
2048106,0,0,1,0
2051574,1,0,3,0
2053120,0,0,4,0
2053450,0,0,3,0
2055307,0,0,1,0
